job_title,company_name,location,city,experience,salary,skills,job_description,job_domain,job_type,date_posted,source_portal
Game Programmer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,1-3 years,Not Disclosed,"Unreal Engine, C++, Blueprint, Game Design","We are looking for a passionate Game Programmer to join our growing team in Vadodara. You will work with Unreal Engine, C++, Blueprint and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Game Development,Full-time,2026-03-20,Indeed
Power BI Developer,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,3-5 years,10.8-12.9 LPA,"Tableau, SQL, Python, Google Analytics, Looker","Seeking a motivated Power BI Developer to strengthen our Vadodara team. Experience with Tableau, SQL, Python is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Analytics,Full-time,2026-02-25,LinkedIn
L2 Support Engineer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,2.9-4.7 LPA,"L2 Support, ITIL, ServiceNow, Incident Management, Linux","Exciting opportunity for an experienced L2 Support Engineer at our Vadodara office. The ideal candidate will have hands-on experience with L2 Support, ITIL, ServiceNow, excellent communication skills, and a track record of delivering projects on time.",Technical Support / IT Operations,Contract,2026-01-24,LinkedIn
Full Stack Developer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,10+ years,51.3-55.3 LPA,"Vue.js, Laravel, PHP, MySQL, REST API, Docker","Seeking a motivated Full Stack Developer to strengthen our Vadodara team. Experience with Vue.js, Laravel, PHP is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Web Development,Full-time,2026-02-08,Glassdoor
QA Engineer,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,2-4 years,Not Disclosed,"Cypress, JavaScript, Postman, API Testing, JIRA","We are looking for a passionate QA Engineer to join our growing team in Vadodara. You will work with Cypress, JavaScript, Postman and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",QA / Software Testing,Contract,2026-01-04,Naukri
Senior Software Engineer,Mastech Digital,"Vadodara, Gujarat, India",Vadodara,2-4 years,8.0-10.8 LPA,"C#, .NET Core, ASP.NET, SQL Server, Angular","We are hiring a talented Senior Software Engineer for our Vadodara development centre. You will leverage your expertise in C#, .NET Core, ASP.NET to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Software Development,Full-time,2026-01-05,LinkedIn
Embedded Linux Engineer,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,5-8 years,20.8-23.9 LPA,"Arduino, Raspberry Pi, IoT, MQTT, Python, C++","Join our dynamic IT team as a Embedded Linux Engineer. Responsibilities include designing, developing, and maintaining solutions using Arduino, Raspberry Pi, IoT. Be part of an innovative team solving real-world problems for enterprise clients.",Embedded Systems / IoT,Full-time,2026-01-26,Naukri
Backend Developer,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,3-5 years,10.9-13.6 LPA,"Angular, TypeScript, Spring Boot, Java, MySQL","We are looking for a passionate Backend Developer to join our growing team in Vadodara. You will work with Angular, TypeScript, Spring Boot and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Web Development,Full-time,2026-02-20,Naukri
Senior Software Engineer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,7-10 years,27.2-38.9 LPA,"Python, Django, REST API, PostgreSQL, Docker","We are hiring a talented Senior Software Engineer for our Vadodara development centre. You will leverage your expertise in Python, Django, REST API to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Software Development,Full-time,2026-03-14,LinkedIn
Java Full Stack Developer,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,7-10 years,Not Disclosed,"PHP, Laravel, MySQL, JavaScript, jQuery, Bootstrap","We are hiring a talented Java Full Stack Developer for our Vadodara development centre. You will leverage your expertise in PHP, Laravel, MySQL to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Web Development,Full-time,2026-01-11,Glassdoor
React Developer,Hexaware Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,2.7-4.4 LPA,"Next.js, React, Node.js, PostgreSQL, GraphQL, TypeScript","Join our dynamic IT team as a React Developer. Responsibilities include designing, developing, and maintaining solutions using Next.js, React, Node.js. Be part of an innovative team solving real-world problems for enterprise clients.",Web Development,Contract,2026-01-02,Indeed
SAP ABAP Developer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,4-6 years,13.4-20.4 LPA,"SAP Basis, SAP Hana, SAP BW, SAP S/4HANA, ERP","We are hiring a talented SAP ABAP Developer for our Vadodara development centre. You will leverage your expertise in SAP Basis, SAP Hana, SAP BW to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",ERP / Enterprise Systems,Full-time,2026-01-22,Naukri
Azure Cloud Engineer,Tata Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹10,568/month","GCP, BigQuery, GKE, Cloud Run, Pub/Sub, Terraform","Exciting opportunity for an experienced Azure Cloud Engineer at our Vadodara office. The ideal candidate will have hands-on experience with GCP, BigQuery, GKE, excellent communication skills, and a track record of delivering projects on time.",Cloud Computing,Internship,2026-03-23,Glassdoor
SOC Analyst,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,2.7-4.4 LPA,"Network Security, VAPT, Burp Suite, Nmap, Metasploit","We are hiring a talented SOC Analyst for our Vadodara development centre. You will leverage your expertise in Network Security, VAPT, Burp Suite to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Cybersecurity,Part-time,2026-01-01,LinkedIn
SOC Analyst,GE Digital India,"Vadodara, Gujarat, India",Vadodara,1-3 years,4.5-7.2 LPA,"Ethical Hacking, CEH, OSCP, Kali Linux, Penetration Testing","We are hiring a talented SOC Analyst for our Vadodara development centre. You will leverage your expertise in Ethical Hacking, CEH, OSCP to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Cybersecurity,Contract,2026-02-25,Indeed
Firmware Engineer,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,10+ years,39.5-68.5 LPA,"FPGA, VHDL, Verilog, Xilinx, Embedded Linux","We are looking for a passionate Firmware Engineer to join our growing team in Vadodara. You will work with FPGA, VHDL, Verilog and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Embedded Systems / IoT,Contract,2026-03-19,Indeed
Tableau Developer,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,5-8 years,Not Disclosed,"Tableau, SQL, Python, Google Analytics, Looker","Seeking a motivated Tableau Developer to strengthen our Vadodara team. Experience with Tableau, SQL, Python is mandatory. Participate in sprint planning, code reviews, and technical documentation.",Data Analytics,Full-time,2026-01-29,Naukri
GCP Engineer,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,2-4 years,8.9-9.8 LPA,"Azure, Azure DevOps, ARM Templates, Azure Functions","Exciting opportunity for an experienced GCP Engineer at our Vadodara office. The ideal candidate will have hands-on experience with Azure, Azure DevOps, ARM Templates, excellent communication skills, and a track record of delivering projects on time.",Cloud Computing,Part-time,2026-03-07,LinkedIn
Embedded Software Engineer,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,1-3 years,5.1-6.7 LPA,"FPGA, VHDL, Verilog, Xilinx, Embedded Linux","Join our dynamic IT team as a Embedded Software Engineer. Responsibilities include designing, developing, and maintaining solutions using FPGA, VHDL, Verilog. Be part of an innovative team solving real-world problems for enterprise clients.",Embedded Systems / IoT,Contract,2026-03-23,Indeed
MySQL DBA,Siemens IT,"Vadodara, Gujarat, India",Vadodara,7-10 years,31.4-44.7 LPA,"SQL Server, SSRS, SSIS, T-SQL, Database Administration","Exciting opportunity for an experienced MySQL DBA at our Vadodara office. The ideal candidate will have hands-on experience with SQL Server, SSRS, SSIS, excellent communication skills, and a track record of delivering projects on time.",Database Administration,Full-time,2026-02-13,LinkedIn
Machine Learning Engineer,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹16,197/month","Python, Machine Learning, Deep Learning, Computer Vision, OpenCV","We are hiring a talented Machine Learning Engineer for our Vadodara development centre. You will leverage your expertise in Python, Machine Learning, Deep Learning to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Artificial Intelligence / Machine Learning,Internship,2025-12-24,Indeed
Network Administrator,IGATE Corporation,"Vadodara, Gujarat, India",Vadodara,10+ years,46.5-69.5 LPA,"Cisco, CCNA, Routing, Switching, OSPF, BGP","Join our dynamic IT team as a Network Administrator. Responsibilities include designing, developing, and maintaining solutions using Cisco, CCNA, Routing. Be part of an innovative team solving real-world problems for enterprise clients.",Network Engineering,Full-time,2026-02-02,Glassdoor
L2 Support Engineer,Larsen & Toubro IT,"Vadodara, Gujarat, India",Vadodara,3-5 years,9.6-13.9 LPA,"Technical Support, Windows Server, Active Directory, Help Desk","Join our dynamic IT team as a L2 Support Engineer. Responsibilities include designing, developing, and maintaining solutions using Technical Support, Windows Server, Active Directory. Be part of an innovative team solving real-world problems for enterprise clients.",Technical Support / IT Operations,Contract,2026-01-06,Indeed
System Administrator,Wipro Infrastructure Engineering,"Vadodara, Gujarat, India",Vadodara,5-8 years,20.4-27.0 LPA,"L2 Support, ITIL, ServiceNow, Incident Management, Linux","We are hiring a talented System Administrator for our Vadodara development centre. You will leverage your expertise in L2 Support, ITIL, ServiceNow to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Technical Support / IT Operations,Part-time,2026-02-27,Glassdoor
Senior Data Scientist,KPIT Technologies,"Vadodara, Gujarat, India",Vadodara,10+ years,49.1-53.4 LPA,"Python, R, Statistics, Pandas, NumPy, Matplotlib","We are hiring a talented Senior Data Scientist for our Vadodara development centre. You will leverage your expertise in Python, R, Statistics to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",Data Science,Full-time,2026-01-09,LinkedIn
Lead Data Scientist,GE Digital India,"Vadodara, Gujarat, India",Vadodara,7-10 years,26.8-37.6 LPA,"Python, R, Statistics, Pandas, NumPy, Matplotlib","We are looking for a passionate Lead Data Scientist to join our growing team in Vadodara. You will work with Python, R, Statistics and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Data Science,Full-time,2026-01-25,LinkedIn
Test Analyst,Emerson Automation,"Vadodara, Gujarat, India",Vadodara,10+ years,48.2-58.8 LPA,"Appium, Mobile Testing, Java, TestNG, BDD, Cucumber","Join our dynamic IT team as a Test Analyst. Responsibilities include designing, developing, and maintaining solutions using Appium, Mobile Testing, Java. Be part of an innovative team solving real-world problems for enterprise clients.",QA / Software Testing,Full-time,2026-03-11,Glassdoor
Game Developer,Siemens IT,"Vadodara, Gujarat, India",Vadodara,7-10 years,22.6-39.5 LPA,"Unreal Engine, C++, Blueprint, Game Design","We are looking for a passionate Game Developer to join our growing team in Vadodara. You will work with Unreal Engine, C++, Blueprint and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Game Development,Full-time,2026-01-29,Indeed
Site Reliability Engineer,Syntel Ltd,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,Not Disclosed,"CI/CD, GitHub Actions, Docker, Kubernetes, Prometheus, Grafana","We are hiring a talented Site Reliability Engineer for our Vadodara development centre. You will leverage your expertise in CI/CD, GitHub Actions, Docker to build scalable products. B.Tech/MCA preferred. Excellent growth opportunities.",DevOps,Full-time,2026-03-01,Indeed
Junior Data Scientist,L&T Technology Services,"Vadodara, Gujarat, India",Vadodara,10+ years,49.0-67.1 LPA,"Python, Data Science, Machine Learning, SQL, Tableau","Exciting opportunity for an experienced Junior Data Scientist at our Vadodara office. The ideal candidate will have hands-on experience with Python, Data Science, Machine Learning, excellent communication skills, and a track record of delivering projects on time.",Data Science,Full-time,2026-01-30,Indeed
React Native Developer,SAP Labs Vadodara,"Vadodara, Gujarat, India",Vadodara,Fresher / 0-1 years,"₹15,952/month","Flutter, Dart, Firebase, REST API, Android, iOS","We are looking for a passionate React Native Developer to join our growing team in Vadodara. You will work with Flutter, Dart, Firebase and collaborate with cross-functional teams to deliver high-quality solutions. Strong problem-solving skills essential.",Mobile App Development,Internship,2026-01-25,Indeed
